	VC10-Ctrl_S1.bam	VC11-Ctrl_S3.bam	VC35B-Ctrl_S5.bam	VC35C-Ctrl_S7.bam	VC10-VC_S2.bam	VC11-VC_S4.bam	VC35B-VC_S6.bam	VC35C-VC_S8.bam
C330018A13Rik	10	7	3	3	8	7	4	6
Ccdc60	1	0	0	3	0	2	0	2
Gm14507	0	0	0	0	0	0	0	0
Gm13837	0	0	0	0	0	0	0	0
Gm13839	0	0	0	0	0	0	0	0
Gm13838	0	0	0	0	0	0	0	0
B230112J18Rik	0	0	0	0	0	0	0	0
4930562A09Rik	1	0	0	0	0	0	0	0
Hspb8	567	423	288	464	504	567	230	372
2410137F16Rik	29	28	20	38	36	27	19	25
Srrm4	27	21	11	11	26	31	4	17
4930569F06Rik	0	0	0	0	0	0	0	0
Suds3	642	558	481	694	566	603	357	525
9530046B11Rik	0	1	0	1	0	0	0	0
Taok3	85	96	47	74	73	92	26	57
Pebp1	937	732	804	1437	632	721	562	860
Gm10399	0	0	0	0	0	0	1	0
Vsig10	23	32	32	56	17	35	19	47
Wsb2	278	271	247	371	236	273	213	306
Rfc5	958	828	845	1216	766	815	563	785
Gm15728	8	3	3	1	2	6	3	5
Ksr2	5	7	1	3	0	1	5	4
Nos1	416	289	143	181	373	471	100	140
Fbxo21	427	355	329	514	380	408	225	346
Tesc	0	0	0	0	0	0	0	0
Fbxw8	399	341	385	561	351	359	237	383
Gm9754	0	0	0	0	0	0	0	0
Hrk	6	10	19	45	9	5	13	20
Rnft2	53	26	38	48	36	53	29	21
2410131K14Rik	203	198	205	289	186	230	134	210
Med13l	1277	1141	886	1303	1252	1371	746	990
Gm2301	0	0	0	0	0	2	0	0
Gm16063	0	0	0	0	0	0	0	1
Gm16064	0	0	0	0	0	0	0	0
Tbx3	1766	1646	1252	1796	1543	1791	1154	1427
Gm16065	2	1	0	5	1	0	1	0
Tbx5	0	0	0	0	0	0	1	0
Rbm19	577	471	408	602	493	553	333	393
Lhx5	0	0	0	0	0	0	0	0
Sdsl	0	0	0	0	0	0	0	0
Sds	0	0	0	0	0	0	0	0
Gm15690	0	0	0	0	1	0	0	0
Plbd2	314	299	230	379	382	377	197	289
Slc24a6	403	350	289	394	432	455	235	358
Tpcn1	207	215	138	265	194	245	112	143
Iqcd	0	0	0	0	1	0	0	0
1110008J03Rik	118	80	84	157	81	106	84	104
Ddx54	1253	1138	1024	1533	1157	1333	788	1057
AC125183.1	0	0	0	0	0	0	0	0
Gm15749	0	0	0	0	0	0	0	0
Rasal1	33	37	35	48	31	42	29	34
Dtx1	196	195	274	398	158	218	190	277
Oas2	19	23	19	31	16	28	13	13
Oas3	6	4	3	4	1	2	3	1
Oas1e	0	0	0	0	2	3	0	2
Oas1c	9	4	12	11	5	6	4	8
Oas1b	0	0	0	0	0	0	1	0
Oas1f	6	5	0	1	5	8	0	2
Oas1h	0	0	0	0	0	0	0	0
Oas1g	151	132	149	191	127	160	108	145
Oas1a	211	198	169	268	172	233	145	218
Oas1d	3	1	3	5	7	9	2	7
Rph3a	0	0	1	0	0	1	1	0
Ptpn11	784	611	558	840	595	671	373	548
Rpl6	3282	2641	2560	4360	2752	3094	1832	2874
Gm15800	597	561	290	438	536	726	267	300
Trafd1	53	52	28	43	46	47	25	38
Naa25	1005	954	878	1270	877	1020	693	997
Erp29	496	384	334	612	383	408	234	347
Tmem116	14	21	7	5	18	16	2	3
Adam1b	1	1	1	2	5	4	1	0
Adam1a	18	18	13	3	8	16	3	8
Mapkapk5	346	261	225	368	255	282	190	272
Aldh2	1783	1451	1015	1615	1423	1524	683	1059
Acad12	10	5	4	9	5	16	9	12
Acad10	13	9	12	13	27	31	15	13
Brap	223	183	169	219	219	228	100	150
Atxn2	581	484	272	478	437	517	237	317
Gm16552	0	0	0	0	0	0	0	0
Sh2b3	146	135	109	170	156	138	83	139
Fam109a	80	71	68	114	56	45	40	71
Cux2	14	23	8	14	19	17	5	11
Gm15637	0	0	0	0	0	0	0	0
Myl2	1	0	0	0	0	0	0	0
Ccdc63	4	3	5	4	2	3	1	3
Ppp1cc	1441	1262	1056	1810	1201	1365	892	1247
Hvcn1	206	207	194	282	197	223	131	222
Tctn1	43	53	34	45	43	55	30	29
Pptc7	263	232	201	305	255	276	180	192
Rad9b	14	6	14	11	12	16	9	11
Vps29	349	266	295	542	305	307	250	342
1500011H22Rik	138	90	71	103	93	92	46	68
Gpn3	366	364	252	325	316	332	162	251
Arpc3	358	284	256	456	298	301	181	327
Anapc7	511	470	357	531	492	532	271	385
Atp2a2	1823	1788	1889	2866	1650	1816	1448	2014
Ift81	43	36	24	27	39	27	19	32
P2rx7	35	22	8	26	51	51	11	21
Gm10064	0	0	0	1	0	1	0	0
P2rx4	51	33	21	36	42	27	15	43
Camkk2	329	275	198	285	305	302	150	185
Anapc5	1507	1313	1260	1795	1302	1359	866	1255
Rnf34	359	329	375	589	347	336	261	395
Kdm2b	493	397	220	327	433	455	135	223
A930024E05Rik	7	6	1	1	3	4	2	1
Orai1	87	79	60	77	72	102	37	53
Morn3	0	0	1	1	0	0	0	0
Tmem120b	60	34	38	54	56	55	27	30
Rhof	5	4	12	22	8	20	8	20
AI480526	48	38	32	43	49	70	31	25
Setd1b	471	370	283	348	416	555	248	311
Hpd	0	0	0	0	0	0	0	0
Psmd9	174	124	157	202	133	154	92	134
Wdr66	0	1	0	0	0	0	0	0
Gm15857	0	0	0	0	0	0	0	0
Gm15860	0	0	0	0	0	0	0	0
Bcl7a	113	93	97	116	73	96	73	70
Gm15747	0	0	0	0	0	0	0	0
Mlxip	249	213	169	277	172	217	124	177
Il31	0	0	0	0	0	0	0	0
Lrrc43	0	0	0	0	0	0	0	0
Gm15751	0	0	0	1	0	1	1	0
Diablo	359	283	368	492	295	302	260	351
B3gnt4	2	0	0	0	1	0	1	2
Vps33a	321	278	241	376	268	348	191	257
Clip1	45	46	43	71	22	41	24	38
Zcchc8	618	558	479	717	474	582	349	524
Rsrc2	525	469	319	583	427	435	237	376
Kntc1	876	765	746	1044	652	834	561	753
Niacr1	0	0	0	0	0	0	0	0
Gpr81	0	0	0	0	0	0	0	0
Denr	476	385	291	533	341	425	207	335
Ccdc62	17	15	16	20	11	17	6	16
Hip1r	36	37	32	46	21	30	9	21
Vps37b	85	65	65	118	58	70	41	59
Abcb9	0	0	0	1	0	0	1	1
Gm16001	2	0	0	1	4	3	0	2
Ogfod2	29	17	28	38	34	33	20	43
Arl6ip4	198	148	169	304	145	181	113	181
Pitpnm2	165	141	79	106	152	150	58	65
Gm16338	0	0	0	0	0	0	0	0
4930568K20Rik	0	0	0	0	0	0	0	0
Mphosph9	276	260	248	323	279	288	190	188
2810006K23Rik	59	50	69	84	54	65	37	65
Cdk2ap1	308	267	344	538	204	235	241	308
Sbno1	2479	2249	1764	2773	2205	2495	1303	2024
Setd8	602	522	461	688	486	577	331	484
Rilpl2	17	20	21	36	15	15	5	22
Snrnp35	41	20	17	31	27	42	19	17
Rilpl1	28	18	18	48	15	22	11	26
Tmed2	572	445	495	683	466	437	307	478
Ddx55	137	126	113	155	135	189	88	128
Eif2b1	464	376	395	595	403	393	317	428
Gtf2h3	445	363	387	598	370	369	300	405
Tctn2	108	109	105	130	94	101	68	100
Atp6v0a2	242	242	201	310	254	301	168	238
Dnahc10	13	4	2	8	16	18	4	4
Ccdc92	77	43	46	83	41	55	33	38
Zfp664	556	444	398	664	486	486	296	441
Fam101a	0	0	0	0	0	0	0	0
Ncor2	1299	1018	649	1010	1061	1218	561	677
Scarb1	315	286	314	514	230	260	221	322
Ubc	5048	4862	2810	3579	4788	5585	2648	2781
Gm10382	0	0	0	0	1	0	0	0
Dhx37	511	453	385	467	533	580	311	399
Bri3bp	435	386	393	658	362	379	298	432
Aacs	360	301	329	499	311	315	233	338
Tmem132b	1	0	0	2	1	2	0	0
Gm4868	0	0	0	0	0	0	0	0
Tmem132c	11	6	2	5	4	6	1	6
1700085B03Rik	0	0	0	0	0	0	0	0
Slc15a4	163	147	139	206	152	152	106	115
Glt1d1	134	92	113	194	120	119	59	109
Tmem132d	0	0	2	0	0	0	1	0
5930412G12Rik	25	14	12	17	15	23	10	11
Fzd10	868	816	428	648	817	958	357	424
Piwil1	6	2	4	3	7	19	7	10
Rimbp2	5	0	3	3	4	4	3	5
Stx2	30	20	23	42	32	20	11	24
Ran	3104	2530	2841	4496	2532	2870	1926	2994
Gpr133	24	25	47	66	15	22	27	60
Sfswap	383	343	291	398	317	379	224	272
Mmp17	46	55	94	147	44	41	46	113
Gm6139	521	414	443	740	444	461	322	516
Zfp11	49	40	32	49	35	54	34	32
Sep-14	0	0	0	0	0	0	0	0
Mrps17	282	242	287	391	222	217	210	272
Gbas	310	283	250	366	245	264	165	282
Gm15903	0	1	0	1	1	2	1	1
Psph	191	171	277	491	97	159	195	338
Cct6a	3307	2813	3316	5201	2654	2882	2202	3334
Sumf2	309	231	239	433	231	242	154	270
Phkg1	9	13	8	11	10	6	12	13
Chchd2	945	756	903	1521	728	788	630	989
2410018M08Rik	335	323	372	545	291	284	276	423
4930579G22Rik	0	0	0	1	0	0	0	0
Vkorc1l1	507	480	428	622	434	487	297	424
Gusb	190	138	125	169	152	162	79	100
Asl	157	123	102	166	153	105	49	102
Crcp	174	129	123	264	128	148	108	149
Tpst1	123	128	105	163	65	84	77	90
Kctd7	23	23	23	22	14	15	6	11
Rabgef1	166	157	97	160	139	166	63	100
0610007L01Rik	889	798	678	887	806	868	511	599
Sbds	365	262	191	473	210	263	161	244
Tyw1	361	293	282	431	284	318	194	274
Caln1	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0
Wbscr17	0	2	0	1	0	4	2	0
Auts2	539	493	256	423	464	537	182	300
Gm20382	0	1	0	5	2	0	0	3
Gm15627	0	0	0	0	0	0	0	0
Gatsl2	24	16	23	38	16	23	7	7
Wbscr16	228	183	212	304	180	231	161	219
Gtf2ird2	39	42	31	42	52	51	18	23
Ncf1	0	1	1	0	0	0	0	0
Gtf2i	1627	1414	1134	1545	1421	1433	816	1053
Gtf2ird1	482	419	312	496	458	527	269	359
Clip2	81	56	66	100	57	54	49	50
Syna	0	0	0	0	2	0	0	0
Rfc2	461	397	399	604	425	452	333	474
Lat2	0	1	1	1	2	0	0	0
Eif4h	2721	2367	2326	3478	2178	2361	1652	2223
Limk1	277	212	233	318	204	251	157	241
Gm10369	0	0	0	0	0	0	0	0
Eln	1	0	0	0	0	0	0	0
Wbscr28	0	0	0	0	0	0	0	0
Cldn13	0	0	0	0	0	0	0	0
Wbscr27	76	62	45	61	81	78	30	52
Cldn4	902	701	610	959	655	667	408	550
Cldn3	17	15	16	24	16	6	6	17
Wbscr25	2	0	0	0	0	0	0	0
Abhd11	171	144	203	255	145	168	133	217
2010001M06Rik	7	5	3	11	3	9	2	1
Stx1a	14	24	27	34	13	12	20	19
Wbscr22	346	271	307	489	314	322	252	343
Dnajc30	71	49	49	76	60	47	27	66
Vps37d	7	7	5	11	2	3	3	5
Mlxipl	3	4	1	5	4	7	2	0
Tbl2	370	295	317	487	316	381	211	328
Bcl7b	140	107	106	156	98	121	85	97
Baz1b	2021	1702	1342	1935	1737	2110	1048	1405
Fzd9	6	2	8	9	1	3	2	8
Fkbp6	140	97	57	94	206	149	75	91
Trim50	2	3	0	0	1	2	0	2
Nsun5	176	166	187	253	164	171	138	189
Pom121	1020	776	547	875	706	748	378	535
Hip1	765	616	539	707	732	848	434	569
Ccl26	0	0	0	0	0	0	0	0
Ccl24	0	0	0	0	0	0	0	0
Rhbdd2	172	164	138	172	138	193	92	123
Por	407	299	305	460	344	339	208	331
Tmem120a	263	192	206	332	239	243	160	250
Styxl1	0	0	0	0	0	0	0	0
Mdh2	1774	1455	1358	2374	1524	1670	1070	1665
Srrm3	0	0	0	0	1	0	0	0
4930521C21Rik	0	0	0	0	0	0	0	0
Hspb1	1567	1252	1213	1820	1255	1309	765	1172
Ywhag	4879	4294	3406	5276	4033	4828	2712	3647
Srcrb4d	29	19	23	34	17	23	20	12
Zp3	80	72	75	130	81	90	65	84
Dtx2	280	223	220	336	296	296	202	261
Upk3b	1	0	0	3	0	0	0	1
2310043J07Rik	0	0	0	0	0	0	0	0
Rasa4	113	98	99	151	104	126	64	127
Gm15701	0	0	0	0	0	0	0	0
Polr2j	225	178	196	337	197	189	125	192
Lrwd1	512	397	469	657	398	505	364	513
Alkbh4	101	99	91	140	114	93	70	83
Orai2	9	10	5	7	7	2	4	1
Prkrip1	122	99	114	164	109	128	71	141
Sh2b2	9	4	3	13	4	1	6	4
Cux1	338	286	193	290	338	301	171	222
Gm16599	0	0	0	0	0	0	0	0
A430110C17Rik	7	3	4	10	3	5	3	1
4731417B20Rik	0	0	0	0	0	0	0	0
Myl10	0	0	0	0	0	0	0	0
Emid2	18	6	23	41	11	19	35	39
Gm20485	0	0	0	0	0	0	0	0
Rabl5	48	28	30	50	27	35	21	37
Fis1	318	285	323	471	292	315	236	310
Cldn15	6	3	3	5	4	6	2	4
Znhit1	121	83	108	203	73	102	66	114
Plod3	351	336	300	423	316	351	185	254
Vgf	3	6	2	0	4	4	0	1
Ap1s1	384	282	238	451	304	316	203	275
Serpine1	136	122	141	213	103	133	104	123
Trim56	56	39	23	33	44	34	16	27
Muc3	2	3	2	5	5	9	6	4
Gm3054	0	0	0	0	0	0	0	0
CAAA01077335.1	8	5	0	0	7	4	0	0
Ache	0	0	0	0	0	0	0	0
Ufsp1	1	5	5	7	1	2	0	11
Srrt	1667	1445	1231	1805	1281	1582	884	1177
Trip6	155	115	159	220	96	114	89	126
Slc12a9	107	89	89	119	113	128	62	77
Ephb4	955	858	680	951	943	993	484	627
Zan	0	0	1	4	2	1	0	1
Epo	27	22	18	37	18	23	13	18
Pop7	92	83	70	105	82	77	57	58
Gigyf1	701	638	470	689	613	706	425	498
Gnb2	848	759	737	1143	718	778	585	781
Gm17112	0	0	0	0	0	0	0	0
Actl6b	0	0	0	0	0	0	0	0
Tfr2	0	0	0	0	0	0	1	0
Mospd3	117	107	112	174	118	128	58	115
Pcolce	1034	727	701	1174	799	870	524	834
Fbxo24	5	2	6	10	9	7	6	7
Lrch4	413	386	349	461	349	398	219	339
Gm20605	473	433	406	538	387	470	263	396
Sap25	60	48	54	76	38	74	41	56
Irs3	1	0	0	0	0	1	0	0
Agfg2	152	119	115	190	114	134	75	156
Gm15498	0	0	0	0	0	0	0	0
6430598A04Rik	69	49	36	79	64	60	47	62
Tsc22d4	262	190	149	258	178	197	104	159
Ppp1r35	85	115	131	165	107	105	80	149
Mepce	506	401	374	623	409	494	285	365
Zcwpw1	43	24	33	75	36	45	43	86
Pilra	0	0	0	0	0	0	0	0
Pilrb1	0	0	0	0	0	0	0	0
Pilrb2	0	0	0	0	0	0	0	0
Cyp3a13	7	4	6	6	9	11	2	5
Gjc3	0	0	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0
Gm4963	315	261	207	416	254	260	149	273
Smok3a	0	0	0	0	0	0	0	0
Smok3c	0	0	0	0	0	0	0	0
Zkscan1	270	293	199	301	250	303	140	191
Zscan21	224	151	141	239	157	172	85	169
Zfp113	87	92	71	76	85	98	51	64
Cops6	643	543	509	908	586	598	408	596
Mcm7	1843	1581	1626	2489	1433	1639	1150	1752
Ap4m1	145	160	139	183	156	180	143	149
Taf6	495	382	317	461	419	463	221	359
Cnpy4	121	77	61	121	77	67	39	48
Mblac1	11	8	11	9	13	6	6	10
Gm454	0	0	0	0	0	0	0	0
BC055004	0	0	0	0	0	0	0	0
0910001L09Rik	141	111	157	236	134	131	90	157
BC037034	156	135	97	142	134	138	78	108
6330418K02Rik	2	2	3	1	2	7	1	4
Gal3st4	0	0	0	0	0	0	0	0
Gpc2	30	37	39	37	20	29	17	26
Stag3	129	118	156	187	96	127	118	169
Gm10874	3	0	0	0	0	0	1	0
Zfp157	219	191	137	235	193	190	87	156
Gm5564	306	241	198	356	226	233	160	211
1700123K08Rik	0	0	0	0	0	0	0	0
Zfp68	141	106	110	165	116	109	48	89
A430033K04Rik	36	34	24	38	25	30	12	24
Fam20c	8	8	7	11	0	0	4	10
AC113533.1	0	0	0	0	0	0	0	0
Pdgfa	965	835	708	1013	859	860	503	688
6330403L08Rik	62	54	24	40	65	100	15	23
Prkar1b	10	5	4	10	5	13	4	5
Gm15672	1	5	0	3	1	6	1	2
Heatr2	431	400	404	539	447	497	327	374
Sun1	1062	934	789	1152	976	1034	665	842
Get4	388	345	411	572	315	341	278	391
Adap1	337	288	300	578	167	226	209	322
Cox19	116	122	86	182	94	97	73	107
Cyp2w1	0	0	0	0	0	0	0	0
3110082I17Rik	137	107	87	200	111	116	69	96
Gpr146	6	3	3	1	9	9	3	4
D830046C22Rik	0	0	0	0	0	0	0	0
C130050O18Rik	0	0	0	0	0	0	0	0
Gpr30	0	0	0	0	0	0	0	0
Zfand2a	141	111	112	163	98	118	93	137
Uncx	0	0	0	0	0	0	0	0
Micall2	7	1	1	8	3	0	0	2
Ints1	1410	1340	918	1253	1387	1575	816	1004
Mafk	27	28	25	37	42	42	19	39
Tmem184a	4	0	4	5	2	4	2	0
Psmg3	104	94	110	168	88	106	65	106
Elfn1	6	8	4	16	6	4	9	4
Mad1l1	437	329	234	380	341	382	203	234
Gm16122	0	0	0	0	0	0	0	0
Gm16121	0	0	0	0	0	0	0	0
Gm16120	0	0	0	0	0	0	0	0
Ftsj2	83	69	84	155	65	96	58	84
Nudt1	147	126	179	275	112	134	102	165
Snx8	227	196	172	294	203	227	154	200
Eif3b	3785	3179	2878	4354	3169	3458	2164	2999
Chst12	48	49	28	41	42	30	15	24
Grifin	0	0	0	0	0	0	0	0
Lfng	14	5	12	11	10	6	5	5
Ttyh3	105	61	89	108	95	102	90	89
Iqce	163	144	123	157	102	143	83	97
Baat1	171	157	147	221	199	193	131	158
Amz1	8	3	17	23	13	9	9	15
Gna12	351	286	293	438	287	312	213	288
Card11	7	3	0	2	8	5	0	3
Sdk1	11	9	8	8	13	20	13	9
Gm16035	0	0	0	0	0	0	0	0
Gm16036	0	0	0	0	0	0	0	0
Foxk1	334	289	227	313	304	344	144	234
C330006K01Rik	135	142	105	121	162	161	104	115
Radil	23	32	26	36	17	13	10	17
Papolb	28	39	36	49	44	45	23	39
Mmd2	4	2	6	6	9	4	4	9
Wipi2	816	781	766	1094	746	831	579	750
Slc29a4	67	34	52	81	29	38	26	39
Tnrc18	1262	1237	863	1125	1195	1432	780	1004
Fbxl18	520	448	371	494	472	568	295	362
Actb	20929	16106	15732	22895	17266	18839	11787	16355
Fscn1	5357	4852	3693	5386	4365	5179	2926	3963
Rnf216	907	678	437	627	921	871	366	547
Olfr718-ps1	0	0	0	0	0	0	0	0
Rbak	114	103	84	120	107	136	76	90
4933411G11Rik	0	0	0	0	0	0	0	0
Spdyb	0	1	0	0	0	0	0	1
4930448H16Rik	0	0	0	0	0	0	0	0
Zfp12	283	197	147	273	253	264	123	185
Zfp316	33	32	11	12	33	31	7	14
AC123686.1	0	0	0	0	1	0	0	0
E130309D02Rik	246	195	204	314	228	214	144	200
Zdhhc4	158	117	123	158	132	141	84	114
0610040B10Rik	0	2	2	4	0	2	0	0
Grid2ip	33	33	9	15	35	38	4	13
Gm20635	0	0	0	0	0	0	0	0
Kdelr2	840	651	681	936	823	763	541	718
Daglb	13	16	23	33	17	19	19	22
Rac1	1093	967	926	1334	889	1018	646	840
2810453I06Rik	82	47	69	112	56	66	42	50
Cyth3	50	42	36	65	70	63	48	67
Usp42	305	219	193	317	264	305	179	220
Eif2ak1	477	376	274	445	409	419	214	294
Ankrd61	1	0	0	0	0	0	0	1
Aimp2	333	293	302	465	271	324	213	294
Pms2	196	196	146	215	163	201	100	139
Gm17135	0	0	0	0	0	0	0	0
Rsph10b2	3	0	0	0	2	3	0	0
Ccz1	472	385	398	643	466	469	280	391
Ocm	0	0	0	0	0	0	0	0
Lmtk2	1026	887	668	921	992	1042	488	675
Bhlha15	10	9	6	5	7	6	2	5
Tecpr1	202	176	170	224	179	207	138	179
2900089D17Rik	0	0	1	0	2	3	0	0
Bri3	209	180	177	291	204	207	165	225
Baiap2l1	8	7	9	1	8	6	2	6
Gm15708	0	0	1	1	1	1	0	0
Nptx2	115	112	128	187	103	153	133	185
Tmem130	16	17	4	4	7	8	6	4
Trrap	2376	2243	1311	1731	2258	2782	1129	1385
Smurf1	311	312	263	411	284	324	182	289
Kpna7	0	0	0	0	0	0	0	0
Gm4871	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0
Arpc1a	530	427	396	615	470	501	308	433
Arpc1b	645	441	551	867	431	521	375	563
Pdap1	706	563	476	1012	467	546	322	516
Bud31	411	333	446	730	358	370	294	463
Ptcd1	320	264	256	377	324	348	179	266
Cpsf4	436	380	355	566	389	393	268	419
Atp5j2	536	362	289	741	328	404	188	391
Zkscan14	28	26	21	21	30	23	8	19
Zkscan5	195	163	130	236	177	177	98	154
Zfp655	790	636	585	889	831	700	504	696
Zfp498	206	169	152	216	188	220	118	136
Cyp3a57	0	0	0	0	0	0	0	0
Cyp3a16	0	0	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0	0	0
Cyp3a11	0	0	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0	0	0
Gm6309	0	0	0	0	0	0	0	0
1700001J03Rik	0	0	0	0	0	0	0	0
Rnf6	176	123	94	191	124	126	75	93
Cdk8	273	228	224	362	209	222	171	213
Wasf3	286	235	187	263	203	225	133	157
AC093356.2	0	0	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0
Gm3402	0	0	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0	0	0
Gm3409	0	0	0	0	0	0	0	0
Gm3415	0	0	0	0	0	0	0	0
AC093356.1	60	52	44	72	46	56	21	37
Gpr12	0	0	0	0	0	0	0	0
Usp12	199	175	177	289	169	206	118	195
Rpl21	529	411	277	570	376	440	213	329
Rasl11a	2	0	0	3	0	2	0	0
AC124828.1	0	0	0	0	0	0	0	0
Gtf3a	296	246	261	408	262	256	187	267
Mtif3	122	97	74	163	94	109	66	95
Lnx2	194	167	131	186	206	209	81	129
Polr1d	478	408	394	702	492	464	290	430
Gsx1	0	0	0	0	0	0	0	0
2210019I11Rik	0	0	0	0	0	0	0	0
Pdx1	0	0	0	0	1	0	0	0
Cdx2	116	86	12	7	96	117	4	7
Prhoxnb	0	0	0	0	0	0	0	0
Flt3	0	0	0	0	0	0	0	0
Gm6054	55	40	46	74	52	51	33	52
Pan3	615	508	384	536	617	590	338	389
Flt1	0	0	0	0	0	0	0	1
Pomp	596	450	500	867	462	479	353	546
Slc46a3	36	21	20	29	49	48	13	24
Gm15721	0	0	0	0	12	10	1	0
Mtus2	127	98	59	92	177	161	71	83
Slc7a1	2252	1950	1749	2767	2157	2647	1655	2190
Ubl3	848	673	683	910	796	812	511	687
2210417A02Rik	5	4	2	10	3	9	0	5
4930505K14Rik	0	0	0	0	0	0	0	0
Gm15407	0	0	0	0	0	0	0	0
Katnal1	35	20	17	32	31	33	11	18
Gm15410	0	0	0	0	0	0	0	0
Gm15406	0	0	0	0	0	0	0	0
8430423G03Rik	0	0	0	0	0	0	0	0
1810059H22Rik	10	4	5	7	13	13	4	3
Gm15409	1	0	0	0	0	0	0	0
Gm15411	0	0	0	0	0	0	0	0
Gm15408	0	0	0	0	0	0	0	0
Hmgb1	581	501	506	834	407	468	367	517
Gm8615	198	165	129	179	196	197	103	136
Uspl1	935	801	971	1443	875	910	657	963
Alox5ap	78	84	59	90	73	69	52	71
BC028471	0	0	0	0	1	0	0	0
Gm20488	0	0	0	0	0	0	0	0
6330406I15Rik	0	0	0	0	0	0	0	0
4930588N13Rik	2	0	2	0	1	3	0	1
Gm15997	0	0	0	0	0	0	0	0
Wdr95	1	3	0	2	6	5	6	5
Hsph1	1844	1550	1578	2248	1859	1933	1170	1582
B3galtl	86	48	45	69	106	123	64	66
Rxfp2	0	0	0	0	0	0	0	0
Fry	636	546	280	377	618	809	249	302
Zar1l	0	0	0	0	0	0	0	0
Brca2	834	727	652	1005	664	1017	472	657
N4bp2l1	0	0	1	0	0	1	0	0
N4bp2l2	763	593	629	890	612	638	453	612
Pds5b	896	752	630	924	779	858	494	628
Kl	0	0	0	0	0	3	0	0
Stard13	2	2	0	1	0	3	0	1
D730045B01Rik	0	0	0	0	0	0	0	0
Vmn2r18	0	0	0	0	0	0	0	0
Rfc3	297	225	230	368	226	219	160	263
Samd9l	12	24	25	41	73	95	57	83
Hepacam2	0	0	0	0	1	0	0	0
Ccdc132	631	587	525	808	673	671	390	549
Calcr	1	2	1	3	5	2	4	2
Tfpi2	0	0	0	0	0	0	0	0
Gngt1	0	0	0	0	0	0	0	0
Gng11	0	0	0	0	0	0	0	0
Bet1	110	93	74	116	89	114	46	76
Col1a2	36	15	0	0	56	40	0	0
Casd1	161	103	77	96	135	125	62	74
Sgce	55	32	11	11	68	33	4	7
Peg10	3286	2014	666	591	3650	3056	487	377
Gm20714	0	0	0	0	0	0	0	0
Ppp1r9a	76	48	44	45	67	89	28	48
Pon1	0	0	0	0	0	0	0	0
Pon3	26	14	3	11	30	19	3	6
Pon2	38	26	12	9	32	33	9	11
Asb4	2	0	0	0	4	3	0	1
Pdk4	32	29	11	14	43	40	7	16
Dync1i1	0	0	0	0	0	2	0	0
1700019G24Rik	0	0	0	0	0	0	0	0
Slc25a13	1175	932	889	1264	1162	1220	737	980
Gm20619	0	0	0	0	0	0	0	0
Gm20617	0	0	0	0	0	0	0	0
Gm20685	0	0	0	0	0	0	0	0
Shfm1	395	285	242	536	290	286	159	328
Gm20618	0	1	0	0	2	3	0	0
Dlx6as1	0	0	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0	0	0
Dlx6as	0	0	0	0	0	0	0	0
Dlx5	0	0	0	0	0	0	0	0
Acn9	27	34	26	39	25	28	12	19
Tac1	0	0	0	0	0	0	0	0
Asns	6322	4839	4215	6605	5939	6000	3398	5086
C1galt1	144	104	77	111	120	97	39	69
AC162391.1	1115	957	919	1317	1030	1034	765	1040
Col28a1	0	0	0	0	0	0	0	0
Mios	135	107	145	188	195	217	110	166
Rpa3	128	122	99	150	106	90	87	107
Gm16039	117	96	78	84	93	123	47	55
Gm16055	0	0	0	0	0	0	0	0
Gm16043	0	0	0	0	0	0	0	0
A430035B10Rik	0	2	0	0	0	0	0	0
Glcci1	103	83	73	72	89	116	38	54
Ica1	24	18	17	38	13	12	25	19
Nxph1	0	0	0	0	0	0	0	0
Ndufa4	857	653	493	1072	745	755	429	630
Phf14	491	402	242	360	439	455	175	261
Gm6578	1	3	3	5	6	3	1	0
Thsd7a	3	3	0	1	4	5	1	2
Tmem106b	318	285	203	266	355	318	160	212
Vwde	0	0	0	0	0	0	0	0
Tmem168	299	284	224	358	308	307	179	250
B630005N14Rik	184	166	97	211	148	143	80	105
Gpr85	3	1	0	0	0	2	2	0
2610001J05Rik	142	127	89	152	113	126	61	88
Ppp1r3a	0	0	0	0	0	0	0	0
Foxp2	0	0	0	0	0	0	0	0
Mdfic	207	163	136	249	179	170	123	185
Tfec	0	0	0	0	0	0	0	0
Gm15473	0	0	0	0	0	0	0	0
Gm4876	0	0	0	0	0	0	0	0
Tes	201	149	110	147	162	171	52	74
D830026I12Rik	0	0	0	0	0	0	0	0
Gm15581	0	0	0	0	0	0	0	0
Cav2	0	0	0	0	0	0	0	0
Cav1	0	0	0	0	0	0	0	0
Met	22	21	39	43	18	8	19	23
